Frequencia (Hz),Amplitude (dB)
18208.59,103.17
11293.11,103.17
17813.2,103.17
20512.52,103.17
15721.77,103.17
18344.65,103.17
16773.77,103.17
21293.29,103.17
18580.62,103.17
19906.67,103.17
3731.36,103.17
13382.2,103.17
15817.41,103.17
11158.23,103.17
16070.81,103.17
13795.61,103.17
15210.97,103.17
18271.41,103.17
14254.41,103.17
20838.09,103.17
16505.95,103.17
6697.14,103.17
10906.19,103.17
14798.04,103.17
18518.78,103.17
16224.1,103.17
19740.33,103.17
10481.57,103.17
9275.02,103.17
20103.59,103.17
18197.01,103.17
14029.06,103.17
17437.08,103.17
14910.42,103.17
8877.67,103.17
12632.01,103.17
14142.9,103.17
19685.2,103.17
11464.42,103.17
6818.97,103.17
7190.9,103.17
9260.22,103.17
12816.66,103.17
18689.4,103.17
15610.65,103.17
9780.37,103.17
10114.22,103.17
11235.75,103.17
7198.11,103.17
17973.11,103.17
15526.7,103.17
9731.09,103.17
15054.37,103.17
9797.9,103.17
6632.57,103.17
12510.18,103.17
9865.88,103.17
19465.3,103.17
14850.82,103.17
14600.53,103.17
12451.84,103.17
7478.0,103.17
8378.95,103.17
16161.58,103.17
18668.37,103.17
20159.97,103.17
12288.81,103.17
16892.77,103.17
11084.99,103.17
10535.91,103.17
16729.45,103.17
21072.51,103.17
18506.02,103.17
12860.29,103.17
9403.87,103.17
12455.74,103.17
17140.53,103.17
18703.14,103.17
9775.89,103.17
12390.78,103.17
18781.34,103.17
18491.12,103.17
15433.6,103.17
17378.94,103.17
8612.87,103.17
20294.37,103.17
6263.66,103.17
11509.51,103.17
15308.16,103.17
13055.36,103.17
12475.61,103.17
13718.48,103.16
19759.03,103.16
19174.59,103.16
11888.94,103.16
15414.41,103.16
11131.35,103.16
14683.31,103.16
21149.64,103.16
20845.3,103.16
17337.94,103.16
11430.23,103.16
5202.8,103.16
12167.18,103.16
10194.47,103.16
19144.01,103.16
18913.79,103.16
16377.49,103.16
4666.97,103.16
13063.74,103.16
9259.54,103.16
21156.85,103.16
12715.86,103.16
14659.06,103.16
19119.57,103.16
13900.79,103.16
15608.12,103.16
16825.87,103.16
9424.12,103.16
19148.49,103.16
20392.34,103.16
14523.21,103.16
14231.04,103.16
12169.03,103.16
8158.36,103.16
20408.51,103.16
18933.56,103.16
9626.11,103.16
10489.17,103.16
13527.99,103.16
17844.85,103.16
12527.22,103.16
20087.52,103.16
12351.24,103.16
16300.65,103.16
19689.98,103.16
7493.49,103.16
7221.19,103.16
7855.29,103.16
9463.76,103.16
10504.94,103.16
5298.15,103.16
20103.88,103.16
20054.6,103.16
10466.38,103.16
15903.4,103.16
17772.88,103.16
21084.0,103.16
14799.89,103.16
12130.66,103.16
16719.23,103.16
18674.8,103.16
12201.16,103.16
11301.78,103.16
11483.02,103.16
9716.29,103.16
19085.19,103.16
9188.25,103.16
14461.17,103.16
18498.42,103.16
14445.49,103.16
9723.59,103.16
12076.8,103.16
15808.54,103.16
11164.75,103.16
16629.73,103.16
20208.86,103.16
7650.18,103.16
6661.2,103.16
8332.2,103.16
15191.2,103.16
19012.93,103.16
11230.88,103.16
10812.59,103.16
18365.39,103.16
12744.89,103.16
14838.75,103.16
15284.2,103.16
14243.99,103.16
14360.76,103.16
14845.56,103.16
10958.19,103.16
11444.94,103.16
6380.14,103.16
14069.37,103.16
5253.74,103.16
12737.68,103.16
17999.11,103.16
10527.73,103.16
19771.1,103.16
16057.08,103.16
13688.0,103.16
6878.38,103.15
9184.55,103.15
10690.08,103.15
19900.14,103.15
15448.01,103.15
14180.11,103.15
4376.26,103.15
16903.49,103.15
8542.85,103.15
10106.82,103.15
5526.33,103.15
16483.84,103.15
16765.29,103.15
5451.44,103.15
10556.56,103.15
17451.49,103.15
14776.61,103.15
16160.22,103.15
14863.09,103.15
15908.56,103.15
20486.03,103.15
10134.87,103.15
14217.8,103.15
12269.43,103.15
12491.68,103.15
3392.15,103.15
12269.24,103.15
15954.82,103.15
13417.55,103.15
18079.26,103.15
14513.57,103.15
20103.78,103.15
6005.58,103.15
14214.19,103.15
13886.97,103.15
11873.06,103.15
19547.3,103.15
17913.9,103.15
6548.33,103.15
19200.79,103.15
14476.07,103.15
14175.04,103.15
10125.32,103.15
11843.16,103.15
10675.47,103.15
20993.43,103.15
20021.2,103.15
16179.01,103.15
12419.02,103.15
14356.38,103.15
14329.99,103.15
19958.09,103.15
11727.56,103.15
16169.18,103.15
12452.04,103.15
19662.32,103.15
9178.61,103.15
16252.05,103.15
13875.38,103.15
16425.31,103.15
17862.67,103.15
7701.31,103.15
17667.21,103.15
17367.55,103.15
16164.5,103.15
20034.93,103.15
18102.25,103.15
14738.34,103.15
10122.11,103.15
5023.8,103.15
20177.31,103.15
15044.72,103.15
16184.66,103.15
17901.82,103.15
14715.84,103.15
13517.57,103.15
14132.48,103.15
18119.97,103.15
17825.56,103.15
19932.28,103.15
19881.05,103.15
20146.34,103.15
20874.32,103.15
16526.11,103.15
8559.41,103.15
20562.58,103.15
18784.46,103.15
20261.84,103.15
14888.51,103.15
9726.03,103.15
18504.85,103.15
19469.68,103.15
12741.58,103.15
12648.37,103.15
13777.31,103.15
18965.89,103.15
14268.34,103.15
18407.27,103.15
4672.03,103.15
13772.53,103.15
17547.13,103.15
13434.4,103.15
15319.07,103.15
13584.48,103.15
6599.46,103.15
10545.46,103.15
14617.77,103.15
20809.27,103.15
9903.86,103.15
20592.87,103.15
20557.61,103.14
9892.56,103.14
20827.96,103.14
12970.05,103.14
9136.92,103.14
12819.19,103.14
19985.45,103.14
20480.29,103.14
13279.84,103.14
18125.33,103.14
11863.03,103.14
18182.4,103.14
18491.41,103.14
16312.14,103.14
5547.27,103.14
19896.73,103.14
19322.53,103.14
16890.34,103.14
19062.6,103.14
11687.83,103.14
4086.05,103.14
12988.07,103.14
9834.91,103.14
9507.88,103.14
14602.68,103.14
11170.5,103.14
18440.77,103.14
19796.62,103.14
9028.33,103.14
15830.94,103.14
18866.65,103.14
7808.73,103.14
17946.33,103.14
4070.85,103.14
19892.84,103.14
15577.05,103.14
6058.36,103.14
18543.61,103.14
14767.17,103.14
3556.74,103.14
11797.2,103.14
17576.83,103.14
8247.67,103.14
14261.33,103.14
15536.63,103.14
15963.69,103.14
15711.84,103.14
20062.59,103.14
10951.67,103.14
5366.51,103.14
19654.43,103.14
17242.4,103.14
8217.77,103.14
18529.78,103.14
18749.98,103.14
10742.96,103.14
15324.81,103.14
13505.3,103.14
18891.78,103.14
18321.76,103.14
5419.59,103.14
14746.91,103.14
2862.06,103.14
10862.36,103.14
14621.86,103.14
13499.65,103.14
6729.96,103.14
16183.88,103.14
17856.53,103.14
8502.92,103.14
6260.84,103.14
13942.38,103.14
11988.47,103.14
8638.58,103.14
13526.24,103.14
18797.8,103.14
16211.05,103.14
13445.99,103.14
14153.03,103.14
18056.47,103.14
20744.89,103.14
19622.1,103.14
18127.96,103.14
18043.62,103.14
18309.2,103.14
20315.8,103.14
19218.61,103.14
9104.98,103.14
18467.84,103.14
20718.31,103.14
17261.39,103.14
11352.71,103.14
18244.63,103.14
19228.74,103.14
18860.13,103.14
13686.54,103.14
13023.91,103.14
16281.95,103.14
17734.7,103.14
14092.36,103.14
14661.79,103.14
16195.47,103.14
13822.59,103.14
13584.87,103.13
9830.33,103.13
20598.81,103.13
21046.41,103.13
12750.05,103.13
8172.77,103.13
14752.75,103.13
8533.11,103.13
19511.75,103.13
20328.46,103.13
16314.77,103.13
14358.62,103.13
17515.58,103.13
11935.88,103.13
20567.64,103.13
8439.13,103.13
17794.89,103.13
14758.4,103.13
19933.94,103.13
13869.53,103.13
14793.07,103.13
14676.89,103.13
21040.27,103.13
18333.45,103.13
16214.95,103.13
19970.85,103.13
9182.79,103.13
8380.8,103.13
7395.12,103.13
16872.03,103.13
12093.36,103.13
14321.71,103.13
13603.17,103.13
12693.86,103.13
15594.19,103.13
20381.53,103.13
13862.42,103.13
20860.1,103.13
16976.53,103.13
14945.1,103.13
13098.51,103.13
15572.28,103.13
4440.05,103.13
19689.2,103.13
18201.0,103.13
15513.16,103.13
19882.32,103.13
16569.83,103.13
17800.34,103.13
9123.68,103.13
16967.86,103.13
13114.38,103.13
17610.72,103.13
11948.34,103.13
16452.87,103.13
13594.41,103.13
12085.66,103.13
17580.34,103.13
13438.39,103.13
11572.52,103.13
6621.86,103.13
17920.23,103.13
11484.48,103.13
19001.05,103.13
13690.53,103.13
18313.68,103.13
12178.77,103.13
11265.75,103.13
9018.21,103.13
20573.39,103.13
7255.95,103.13
11226.89,103.13
16667.32,103.13
15108.61,103.13
20284.54,103.13
20822.71,103.13
19741.5,103.13
17413.32,103.13
19297.99,103.13
19513.31,103.13
13363.11,103.13
19287.47,103.13
20000.94,103.13
16276.3,103.13
19905.79,103.13
14548.33,103.13
20280.25,103.13
11556.74,103.13
13024.2,103.13
7695.76,103.13
14227.05,103.13
6400.88,103.13
19783.08,103.13
20803.13,103.13
19574.28,103.13
19838.79,103.13
19659.4,103.13
12995.18,103.13
13538.22,103.13
11403.75,103.13
20158.32,103.13
19400.83,103.13
13761.04,103.13
5578.24,103.13
8261.88,103.12
14373.03,103.12
11177.41,103.12
6905.55,103.12
11714.22,103.12
11714.42,103.12
16832.2,103.12
19864.11,103.12
11075.64,103.12
18120.17,103.12
14993.59,103.12
16136.94,103.12
14765.41,103.12
15466.52,103.12
20339.95,103.12
8594.56,103.12
10625.02,103.12
18056.96,103.12
19645.76,103.12
15621.66,103.12
10749.49,103.12
10442.61,103.12
17885.26,103.12
12769.23,103.12
11597.45,103.12
21072.41,103.12
14044.44,103.12
9486.26,103.12
15373.22,103.12
10720.76,103.12
16015.4,103.12
13297.47,103.12
9414.97,103.12
16209.69,103.12
9885.36,103.12
20010.87,103.12
21174.77,103.12
11289.22,103.12
14058.95,103.12
11098.63,103.12
15920.44,103.12
14351.22,103.12
11510.97,103.12
4894.76,103.12
10713.26,103.12
15500.6,103.12
3932.76,103.12
19637.29,103.12
16806.39,103.12
6141.24,103.12
12505.12,103.12
18355.36,103.12
14691.4,103.12
20404.62,103.12
17341.83,103.12
10358.37,103.12
20423.41,103.12
13587.49,103.12
8412.45,103.12
6629.36,103.12
16493.58,103.12
20445.81,103.12
12801.37,103.12
18868.01,103.12
10019.66,103.12
15335.72,103.12
3494.21,103.12
12566.28,103.12
12697.75,103.12
12151.2,103.12
15867.08,103.12
18646.36,103.12
20747.72,103.12
9576.54,103.12
18966.38,103.12
11634.56,103.12
19948.74,103.12
6665.49,103.12
15292.48,103.12
16750.98,103.12
14500.22,103.12
11549.15,103.12
20688.41,103.12
13986.79,103.12
11314.83,103.12
6778.36,103.12
18106.92,103.12
16852.07,103.12
16425.02,103.12
18558.51,103.12
20073.98,103.12
15262.19,103.12
10203.62,103.12
19135.35,103.12
14654.88,103.12
18227.88,103.12
7832.69,103.12
11133.49,103.12
15593.32,103.12
19263.61,103.12
10565.32,103.12
15010.44,103.12
11086.84,103.12
18399.67,103.12
18229.83,103.12
12029.96,103.12
16563.7,103.12
10628.92,103.12
20267.88,103.12
12648.67,103.12
9612.18,103.12
19880.76,103.12
20588.58,103.12
17912.05,103.12
20412.8,103.12
19127.95,103.11
12381.82,103.11
6890.65,103.11
16241.05,103.11
16509.55,103.11
13419.01,103.11
12142.83,103.11
18839.29,103.11
12382.99,103.11
6888.02,103.11
5753.83,103.11
9388.58,103.11
15208.14,103.11
18922.36,103.11
21045.63,103.11
15647.56,103.11
15171.52,103.11
11818.23,103.11
18119.29,103.11
10473.1,103.11
11791.06,103.11
11310.45,103.11
4350.46,103.11
14241.07,103.11
8060.09,103.11
9231.78,103.11
6883.05,103.11
16968.54,103.11
19259.52,103.11
18144.22,103.11
16949.94,103.11
16967.18,103.11
10212.87,103.11
16398.82,103.11
13953.58,103.11
10758.45,103.11
4741.18,103.11
8837.16,103.11
17064.76,103.11
9566.5,103.11
21064.23,103.11
11982.53,103.11
14420.75,103.11
8324.6,103.11
6772.42,103.11
13767.27,103.11
19933.84,103.11
13803.6,103.11
20511.06,103.11
4578.25,103.11
17672.37,103.11
17544.11,103.11
4783.35,103.11
6591.28,103.11
10205.47,103.11
12456.13,103.11
17219.22,103.11
18239.47,103.11
5581.94,103.11
5722.67,103.11
17113.36,103.11
17121.44,103.11
10213.07,103.11
13638.53,103.11
11190.17,103.11
11636.31,103.11
4387.07,103.11
20620.14,103.11
17508.66,103.11
16205.6,103.11
21328.06,103.11
16621.55,103.11
20394.78,103.11
16168.69,103.11
20439.09,103.11
16915.56,103.11
6587.38,103.11
19950.78,103.11
19445.43,103.11
20039.31,103.11
14079.02,103.11
12203.99,103.11
15218.95,103.11
16509.16,103.11
12904.02,103.11
17797.13,103.11
14453.38,103.11
20164.84,103.11
20222.21,103.11
11262.73,103.11
6288.3,103.11
16621.35,103.11
19605.74,103.11
4018.07,103.11
6928.44,103.11
17245.52,103.11
20059.57,103.11
4451.64,103.11
9794.59,103.11
11537.27,103.11
8726.43,103.11
13063.64,103.11
5261.14,103.11
14458.64,103.11
13988.25,103.11
2333.63,103.11
14069.67,103.11
17482.46,103.11
13033.35,103.1
6730.44,103.1
16461.05,103.1
15246.22,103.1
10653.66,103.1
4562.86,103.1
8174.23,103.1
18488.78,103.1
12480.18,103.1
14756.55,103.1
15481.9,103.1
16456.28,103.1
5344.41,103.1
7828.6,103.1
17486.94,103.1
13182.07,103.1
19724.16,103.1
15924.44,103.1
7214.18,103.1
19458.19,103.1
12379.87,103.1
16045.59,103.1
11128.33,103.1
15876.52,103.1
17890.91,103.1
19434.43,103.1
20631.53,103.1
21089.06,103.1
3130.66,103.1
14264.74,103.1
6630.72,103.1
19175.37,103.1
10233.42,103.1
20000.16,103.1
9333.84,103.1
15874.48,103.1
3564.63,103.1
13642.62,103.1
17808.91,103.1
3820.56,103.1
15163.44,103.1
18412.43,103.1
13206.8,103.1
10433.46,103.1
14273.7,103.1
17330.15,103.1
20297.29,103.1
13967.31,103.1
17756.13,103.1
8658.16,103.1
19838.3,103.1
10810.26,103.1
18016.54,103.1
19706.92,103.1
19650.14,103.1
8083.86,103.1
19988.67,103.1
11240.72,103.1
16140.06,103.1
11411.05,103.1
15499.14,103.1
18271.22,103.1
19986.72,103.1
12016.61,103.1
5862.03,103.1
13029.46,103.1
14284.51,103.1
20272.85,103.1
15836.4,103.1
15495.44,103.1
10584.8,103.1
17097.1,103.1
15365.04,103.1
14642.02,103.1
17582.09,103.1
15414.8,103.1
13792.79,103.1
18355.65,103.1
5789.57,103.1
11695.42,103.1
10867.42,103.1
13023.22,103.1
2527.82,103.09
15767.74,103.09
19967.24,103.09
14206.5,103.09
20536.87,103.09
17801.8,103.09
12929.15,103.09
12682.36,103.09
15311.18,103.09
121.44,103.09
17896.66,103.09
8396.09,103.09
12191.82,103.09
16247.18,103.09
17432.11,103.09
20994.11,103.09
15794.91,103.09
18724.17,103.09
6911.59,103.09
10254.46,103.09
13585.35,103.09
15785.66,103.09
20973.85,103.09
10361.2,103.09
14018.83,103.09
10022.09,103.09
13108.34,103.09
14876.73,103.09
15601.79,103.09
15764.62,103.09
12669.51,103.09
19653.65,103.09
7244.66,103.09
6918.41,103.09
19343.56,103.09
15178.34,103.09
21191.81,103.09
15022.81,103.09
15304.46,103.09
19749.87,103.09
10157.85,103.09
14573.56,103.09
11364.89,103.09
7008.49,103.09
12263.98,103.09
6060.9,103.09
18678.2,103.09
11419.42,103.09
14958.24,103.09
6086.9,103.09
15007.81,103.09
10926.73,103.09
19854.37,103.09
14801.64,103.09
13998.96,103.09
8204.04,103.09
19617.03,103.09
18342.41,103.09
8203.16,103.09
11149.46,103.09
18885.84,103.09
15868.15,103.09
8193.61,103.09
6103.65,103.09
15001.19,103.09
5134.24,103.09
8304.25,103.09
14794.53,103.09
13595.19,103.09
15570.53,103.09
17114.72,103.09
8751.94,103.09
4662.98,103.09
19325.45,103.09
13930.3,103.09
12518.56,103.09
20262.43,103.09
15262.97,103.09
13678.26,103.09
10788.15,103.09
15434.57,103.09
11291.94,103.09
10134.77,103.09
12594.32,103.09
14311.48,103.09
10423.43,103.09
13465.37,103.09
12515.44,103.09
16724.19,103.09
18785.23,103.09
17326.84,103.09
15403.5,103.09
14164.72,103.09
14154.1,103.09
19939.97,103.09
14282.56,103.09
19503.57,103.09
18399.38,103.09
11812.49,103.09
19547.2,103.09
15548.03,103.09
18188.05,103.09
19525.39,103.09
16151.94,103.09
7019.2,103.09
19417.97,103.09
14626.73,103.09
16944.78,103.08
17520.06,103.08
9195.26,103.08
19312.69,103.08
17974.86,103.08
8684.94,103.08
12050.31,103.08
13174.18,103.08
11836.25,103.08
13976.76,103.08
11833.42,103.08
21270.69,103.08
19898.1,103.08
15276.02,103.08
16553.57,103.08
10971.34,103.08
15454.54,103.08
10517.9,103.08
4205.64,103.08
18855.55,103.08
16775.91,103.08
17387.22,103.08
18452.65,103.08
14985.22,103.08
16338.63,103.08
20672.34,103.08
19560.74,103.08
13032.87,103.08
17676.07,103.08
18001.64,103.08
13817.62,103.08
15000.8,103.08
4753.06,103.08
6203.67,103.08
16458.32,103.08
20208.77,103.08
15783.81,103.08
18683.17,103.08
5250.04,103.08
19795.55,103.08
8875.92,103.08
17864.62,103.08
15278.75,103.08
12805.66,103.08
20393.32,103.08
17303.66,103.08
16271.24,103.08
8347.68,103.08
10772.57,103.08
19531.43,103.08
16353.92,103.08
15871.75,103.08
18679.28,103.08
13433.52,103.08
11935.39,103.08
7873.3,103.08
14933.41,103.08
15800.95,103.08
16811.26,103.08
19549.05,103.08
14356.67,103.08
17486.55,103.08
20376.08,103.08
12679.64,103.08
7260.73,103.08
10289.42,103.08
12066.18,103.08
15547.83,103.08
21039.4,103.08
18444.37,103.08
11098.33,103.08
14604.43,103.08
19161.16,103.08
17799.37,103.08
12661.23,103.08
19026.27,103.08
12382.89,103.08
18574.87,103.08
5820.35,103.08
17840.66,103.08
12669.9,103.08
8595.93,103.08
18300.82,103.08
19063.47,103.07
5947.15,103.07
18411.07,103.07
12702.43,103.07
12438.5,103.07
13871.29,103.07
12614.78,103.07
15551.93,103.07
16153.2,103.07
17069.34,103.07
15802.9,103.07
17628.84,103.07
13988.93,103.07
11493.83,103.07
19195.05,103.07
17935.71,103.07
20516.61,103.07
12817.93,103.07
16279.13,103.07
5564.6,103.07
11498.7,103.07
10772.37,103.07
12317.64,103.07
13551.17,103.07
9624.65,103.07
14773.69,103.07
8112.1,103.07
17464.54,103.07
4745.47,103.07
15843.41,103.07
17106.74,103.07
10763.71,103.07
15626.14,103.07
18477.68,103.07
11452.24,103.07
14247.5,103.07
20187.63,103.07
12995.57,103.07
18389.93,103.07
16906.21,103.07
7658.17,103.07
19571.84,103.07
11914.74,103.07
4199.21,103.07
8984.12,103.07
16374.96,103.07
10439.89,103.07
12806.83,103.07
16962.5,103.07
15395.42,103.07
19333.05,103.07
15777.87,103.07
11159.1,103.07
15922.1,103.07
7411.0,103.07
19775.68,103.07
14016.88,103.07
18134.77,103.07
18979.23,103.07
16232.09,103.07
12612.34,103.07
9717.94,103.07
17581.61,103.07
20899.55,103.07
10860.02,103.07
13843.63,103.07
13393.4,103.07
1450.31,103.07
13516.4,103.07
14428.25,103.07
19276.85,103.07
20811.41,103.07
13813.53,103.07
19275.0,103.07
14264.64,103.07
10907.16,103.07
13373.53,103.07
21152.85,103.07
13004.33,103.07
20333.23,103.07
18193.89,103.07
15741.74,103.07
12564.04,103.07
19154.24,103.07
17480.22,103.07
18889.34,103.07
19152.0,103.07
16643.36,103.07
14611.25,103.07
20149.94,103.07
12907.62,103.07
14468.28,103.07
16797.04,103.07
12187.24,103.07
14341.38,103.07
5482.31,103.07
17700.52,103.07
19854.17,103.07
16206.77,103.07
18331.89,103.07
11121.12,103.06
17860.43,103.06
17054.63,103.06
16947.41,103.06
19402.78,103.06
10577.4,103.06
7717.09,103.06
11176.63,103.06
16835.7,103.06
11288.34,103.06
15680.28,103.06
14915.2,103.06
6058.27,103.06
16728.77,103.06
14864.85,103.06
14570.93,103.06
9059.11,103.06
11038.83,103.06
9185.62,103.06
16925.2,103.06
15196.75,103.06
17223.31,103.06
20430.81,103.06
11066.59,103.06
13662.78,103.06
19568.53,103.06
16957.05,103.06
11287.17,103.06
12651.59,103.06
10631.84,103.06
9529.11,103.06
13089.74,103.06
13438.2,103.06
7823.24,103.06
19671.96,103.06
20727.65,103.06
16546.75,103.06
21475.11,103.06
17848.55,103.06
14536.55,103.06
18744.82,103.06
18915.64,103.06
18372.01,103.06
4366.82,103.06
17551.51,103.06
15871.46,103.06
10249.59,103.06
9353.71,103.06
11904.91,103.06
12883.67,103.06
10621.71,103.06
7244.76,103.06
17556.28,103.06
20032.98,103.06
12951.84,103.06
17110.54,103.06
16673.16,103.06
16891.9,103.06
16120.68,103.06
13110.87,103.06
12584.88,103.06
18995.59,103.06
18418.27,103.06
17781.64,103.06
14404.68,103.06
19098.05,103.06
12054.69,103.06
20476.98,103.06
20137.97,103.06
12488.46,103.06
18357.79,103.06
11573.01,103.06
14767.56,103.06
20013.99,103.06
12154.13,103.06
18156.59,103.06
8613.65,103.06
20872.67,103.06
12952.42,103.06
11684.42,103.06
14370.5,103.06
12098.42,103.06
15277.39,103.06
15699.47,103.06
13418.23,103.06
19702.54,103.06
9798.19,103.06
17030.38,103.06
9771.9,103.06
14026.43,103.06
17015.39,103.06
12375.59,103.06
5266.11,103.06
15855.29,103.06
15708.82,103.06
18287.38,103.06
7379.44,103.06
9832.77,103.06
6295.12,103.06
18064.65,103.06
9486.55,103.06
20020.32,103.06
17057.26,103.06
16244.07,103.06
15286.05,103.06
12416.88,103.05
18410.68,103.05
15197.43,103.05
12034.34,103.05
9433.18,103.05
18884.18,103.05
18514.49,103.05
4703.39,103.05
19636.12,103.05
17701.2,103.05
17189.62,103.05
19160.18,103.05
20312.97,103.05
15456.87,103.05
15854.71,103.05
17629.52,103.05
14637.35,103.05
18809.58,103.05
12651.39,103.05
12681.68,103.05
13652.65,103.05
14454.26,103.05
18950.21,103.05
11181.02,103.05
18507.09,103.05
14471.59,103.05
20129.59,103.05
13328.15,103.05
12619.45,103.05
20312.1,103.05
8595.15,103.05
8770.84,103.05
20643.32,103.05
8973.41,103.05
8871.54,103.05
18806.08,103.05
20045.45,103.05
6118.94,103.05
8583.95,103.05
9895.29,103.05
19533.08,103.05
15210.09,103.05
11577.78,103.05
14240.19,103.05
14712.04,103.05
19690.56,103.05
8593.3,103.05
11260.88,103.05
19563.27,103.05
14482.6,103.05
14176.11,103.05
8445.46,103.05
14905.07,103.05
17946.81,103.05
17298.89,103.05
20663.38,103.05
20256.88,103.05
17525.7,103.05
19281.33,103.05
7505.85,103.05
10661.16,103.05
20675.84,103.05
13425.15,103.05
18672.75,103.05
14703.67,103.05
9666.82,103.05
11929.64,103.05
8372.32,103.05
16059.91,103.05
14490.48,103.05
11436.37,103.05
8359.37,103.05
10848.24,103.05
19863.13,103.05
14605.21,103.05
5209.13,103.05
16189.92,103.05
18155.71,103.05
12292.52,103.05
14294.25,103.05
9952.55,103.05
17577.71,103.05
11979.51,103.05
8497.76,103.05
16538.38,103.05
10894.5,103.05
10460.34,103.05
8421.31,103.05
19046.43,103.05
16576.65,103.05
15992.32,103.05
17856.92,103.05
14357.74,103.05
16045.39,103.05
14249.35,103.05
18423.53,103.05
10521.4,103.05
17699.25,103.05
7907.29,103.05
20943.76,103.05
9112.38,103.05
9107.22,103.05
19289.9,103.05
14098.79,103.05
14480.94,103.05
9698.76,103.05
18723.2,103.05
18972.51,103.05
18772.28,103.05
7216.9,103.05
12919.99,103.05
16938.16,103.05
13574.25,103.04
7701.61,103.04
20631.63,103.04
14616.6,103.04
6070.34,103.04
8369.4,103.04
18310.46,103.04
20053.92,103.04
11878.81,103.04
18298.29,103.04
13760.46,103.04
15903.3,103.04
4486.31,103.04
11340.05,103.04
13937.8,103.04
17460.94,103.04
8750.09,103.04
13674.95,103.04
14128.88,103.04
15223.24,103.04
20139.23,103.04
7105.0,103.04
10432.39,103.04
7195.38,103.04
14346.84,103.04
8917.41,103.04
11545.25,103.04
19642.55,103.04
9999.3,103.04
17513.14,103.04
10609.64,103.04
13693.94,103.04
14999.24,103.04
12665.9,103.04
3167.77,103.04
8868.13,103.04
15509.85,103.04
9860.13,103.04
18896.55,103.04
10630.09,103.04
14912.18,103.04
15679.8,103.04
9503.3,103.04
11884.94,103.04
9070.02,103.04
9663.89,103.04
14764.73,103.04
20216.85,103.04
18168.08,103.04
11734.28,103.04
14329.79,103.04
18741.02,103.04
15807.47,103.04
14806.02,103.04
10814.45,103.04
17678.31,103.04
18973.29,103.04
14061.29,103.04
14321.9,103.04
17761.09,103.04
16909.91,103.04
7932.13,103.04
20088.1,103.04
7446.06,103.04
15009.76,103.04
7021.05,103.04
19018.68,103.04
15970.6,103.04
10947.19,103.04
11722.6,103.04
19392.26,103.04
3565.21,103.04
19573.21,103.04
19062.01,103.04
7157.2,103.04
13583.7,103.04
3927.2,103.04
8755.65,103.04
18127.76,103.04
18171.68,103.04
9143.25,103.04
17457.43,103.04
21406.65,103.04
4084.88,103.04
11788.53,103.04
19684.72,103.04
15018.33,103.04
4458.66,103.04
15799.78,103.04
16898.62,103.04
6297.94,103.04
14904.48,103.04
10750.95,103.04
16059.52,103.04
14157.8,103.04
12306.83,103.04
17405.43,103.04
6216.43,103.04
13704.46,103.04
13404.5,103.04
4496.83,103.04
15589.81,103.04
13914.62,103.04
15554.36,103.04
7763.64,103.03
12648.47,103.03
13900.5,103.03
20660.55,103.03
11823.49,103.03
10126.98,103.03
17881.17,103.03
9027.26,103.03
13936.44,103.03
17240.74,103.03
16778.73,103.03
16221.67,103.03
20086.06,103.03
14376.93,103.03
3010.78,103.03
7032.64,103.03
19514.58,103.03
13898.36,103.03
18042.64,103.03
15002.36,103.03
17159.91,103.03
14076.97,103.03
11602.03,103.03
9014.89,103.03
20167.77,103.03
16947.8,103.03
18474.08,103.03
18874.05,103.03
16054.35,103.03
14915.68,103.03
11644.1,103.03
18976.41,103.03
14920.07,103.03
6539.76,103.03
12305.57,103.03
14061.49,103.03
10349.61,103.03
15680.87,103.03
18880.68,103.03
11152.48,103.03
15758.68,103.03
13955.72,103.03
17139.36,103.03
20835.95,103.03
17824.1,103.03
9565.34,103.03
19609.63,103.03
15677.07,103.03
7198.5,103.03
14561.68,103.03
18032.42,103.03
13109.41,103.03
19302.08,103.03
12180.62,103.03
19620.25,103.03
3558.1,103.03
20762.52,103.03
18769.36,103.03
7787.5,103.03
12215.97,103.03
8359.18,103.03
20596.37,103.03
18979.91,103.03
18314.26,103.03
16838.72,103.03
9181.23,103.03
14532.56,103.03
17795.86,103.03
14184.49,103.03
15466.13,103.03
18618.6,103.03
7096.63,103.03
9053.17,103.03
16018.61,103.03
6895.32,103.03
20721.42,103.03
11707.6,103.03
18185.32,103.03
18121.43,103.03
12828.84,103.03
13575.42,103.03
16005.56,103.03
14049.22,103.03
10490.63,103.03
9492.88,103.03
19609.53,103.03
10496.76,103.03
18818.54,103.03
10402.59,103.03
13615.15,103.03
16419.08,103.03
16600.32,103.03
10151.32,103.03
18277.84,103.03
12246.55,103.02
17795.28,103.02
20463.93,103.02
10240.73,103.02
17735.48,103.02
10169.83,103.02
14672.8,103.02
19986.33,103.02
14388.52,103.02
16692.35,103.02
12068.62,103.02
13933.03,103.02
16320.52,103.02
16364.44,103.02
10448.46,103.02
14698.51,103.02
7739.2,103.02
18691.74,103.02
14635.5,103.02
12648.76,103.02
20848.32,103.02
10890.99,103.02
16261.4,103.02
14681.56,103.02
19551.49,103.02
16323.83,103.02
12205.26,103.02
17172.09,103.02
14400.59,103.02
14473.34,103.02
19992.95,103.02
7566.53,103.02
16335.42,103.02
20638.54,103.02
