Frequencia (Hz),Amplitude (dB)
14907.41,103.02
13546.79,103.02
11667.38,103.02
18588.31,103.02
16719.91,103.02
11842.77,103.02
15951.41,103.02
3486.33,103.02
11931.11,103.02
17469.41,103.02
19117.52,103.02
9328.78,103.02
21047.09,103.02
18961.9,103.02
17992.39,103.02
17213.38,103.02
8845.24,103.02
20923.5,103.02
19942.6,103.02
14270.0,103.02
14025.26,103.02
14998.27,103.02
6162.08,103.02
8304.15,103.02
9781.64,103.02
12288.52,103.02
21271.08,103.02
18363.15,103.02
13385.51,103.02
12323.39,103.02
11116.25,103.02
12511.54,103.02
18324.68,103.02
16735.39,103.02
20528.01,103.02
17918.86,103.02
7357.24,103.02
5292.99,103.02
6809.52,103.02
13722.67,103.02
19048.48,103.02
20122.58,103.02
18229.34,103.02
9802.48,103.02
11283.96,103.02
18121.53,103.02
16505.56,103.02
20839.94,103.02
20089.27,103.02
14299.21,103.02
13380.45,103.02
15579.19,103.02
16488.12,103.02
19652.87,103.02
16632.26,103.02
12433.34,103.02
21042.12,103.02
13402.16,103.02
9730.7,103.02
14257.92,103.02
4687.03,103.02
17220.78,103.02
4850.84,103.02
19573.89,103.02
20509.7,103.02
5917.44,103.02
18212.98,103.02
18151.33,103.02
11856.31,103.02
18520.53,103.02
13073.28,103.02
12426.91,103.02
18103.32,103.02
19014.68,103.02
17989.18,103.02
17823.81,103.02
18377.86,103.02
17813.59,103.02
3210.71,103.02
12754.53,103.01
13385.22,103.01
13412.39,103.01
9437.95,103.01
18032.91,103.01
18278.42,103.01
18035.15,103.01
12099.49,103.01
19858.07,103.01
16521.43,103.01
12935.18,103.01
9868.9,103.01
16086.3,103.01
18004.47,103.01
11430.82,103.01
11703.7,103.01
8631.96,103.01
20340.53,103.01
19837.33,103.01
16510.62,103.01
15029.14,103.01
11393.71,103.01
15438.66,103.01
9929.57,103.01
13005.99,103.01
18649.47,103.01
19864.3,103.01
14536.84,103.01
14935.84,103.01
17995.02,103.01
13096.95,103.01
11395.47,103.01
3412.7,103.01
12010.19,103.01
13518.06,103.01
15306.31,103.01
19265.85,103.01
3274.41,103.01
5431.08,103.01
9554.92,103.01
12714.5,103.01
17159.04,103.01
14984.64,103.01
13712.06,103.01
14924.55,103.01
17316.12,103.01
20071.16,103.01
14650.4,103.01
15444.99,103.01
9479.05,103.01
11889.62,103.01
13176.03,103.01
14547.36,103.01
17007.69,103.01
14253.24,103.01
20671.46,103.01
14059.44,103.01
21119.74,103.01
20964.02,103.01
17849.91,103.01
17929.67,103.01
17691.36,103.01
19405.41,103.01
18454.99,103.01
17079.18,103.01
16327.92,103.01
17350.4,103.01
16558.05,103.01
9142.57,103.01
12184.61,103.01
14782.26,103.01
11416.8,103.01
11307.23,103.01
17513.43,103.01
10437.84,103.01
20112.64,103.01
11608.65,103.01
8078.11,103.01
8067.79,103.01
10735.95,103.01
10607.2,103.01
9716.09,103.01
16802.5,103.01
7497.48,103.01
14246.91,103.01
11612.94,103.01
15897.95,103.01
16487.54,103.01
7436.12,103.01
15885.87,103.01
12467.82,103.01
5348.98,103.01
12393.31,103.01
14595.37,103.01
10493.74,103.01
7282.06,103.01
15197.82,103.01
17276.97,103.01
6777.87,103.01
16185.54,103.01
12812.67,103.01
11743.24,103.01
11972.59,103.01
14473.54,103.01
20809.36,103.01
13783.54,103.01
20471.81,103.01
10350.19,103.01
18366.85,103.01
17519.08,103.01
19834.89,103.01
15033.33,103.01
7544.03,103.01
20216.27,103.01
12665.51,103.01
15044.53,103.0
11849.79,103.0
18564.36,103.0
20506.58,103.0
8719.71,103.0
11785.22,103.0
12285.41,103.0
8864.62,103.0
18572.73,103.0
13015.14,103.0
17500.87,103.0
17797.42,103.0
16493.38,103.0
17733.63,103.0
18573.71,103.0
9824.88,103.0
19657.16,103.0
15231.13,103.0
18549.07,103.0
19517.5,103.0
15910.12,103.0
16268.12,103.0
15108.9,103.0
9654.45,103.0
19637.68,103.0
7237.94,103.0
13341.2,103.0
20865.56,103.0
12155.88,103.0
13051.56,103.0
10644.89,103.0
20466.94,103.0
21035.31,103.0
17236.75,103.0
18722.81,103.0
16474.2,103.0
18321.08,103.0
15989.88,103.0
11012.34,103.0
19473.29,103.0
8912.93,103.0
18124.55,103.0
19568.24,103.0
8671.99,103.0
19680.63,103.0
3623.06,103.0
12456.52,103.0
14587.58,103.0
16480.92,103.0
11827.19,103.0
16684.46,103.0
12959.34,103.0
16215.44,103.0
19471.05,103.0
20843.84,103.0
15881.68,103.0
12132.9,103.0
12692.98,103.0
15369.32,103.0
8531.16,103.0
6866.89,103.0
18809.19,103.0
16325.19,103.0
21048.65,103.0
7047.06,103.0
6165.49,103.0
14919.58,103.0
12817.25,103.0
13438.88,103.0
19846.29,103.0
5587.2,103.0
19241.01,103.0
14162.19,103.0
18675.87,103.0
11975.9,103.0
7000.5,103.0
19172.55,103.0
17323.82,103.0
14337.49,103.0
19260.39,103.0
15728.78,103.0
13114.28,103.0
16870.67,103.0
12841.3,103.0
17587.35,103.0
16140.84,103.0
13886.28,103.0
9100.99,103.0
19347.07,103.0
18816.3,103.0
11445.33,103.0
20826.7,103.0
14477.43,103.0
18230.51,103.0
7406.03,103.0
6531.38,103.0
12818.22,103.0
20073.69,103.0
20740.32,103.0
10471.54,103.0
18887.2,103.0
19233.22,103.0
16332.59,103.0
11186.86,103.0
9213.37,103.0
16036.14,103.0
13906.44,103.0
3666.79,103.0
9051.51,103.0
16876.12,103.0
13267.86,103.0
17049.47,103.0
17987.81,103.0
18021.41,103.0
20476.2,103.0
19939.39,103.0
13086.23,103.0
19240.53,103.0
18673.92,102.99
7694.11,102.99
15661.1,102.99
9128.35,102.99
14516.88,102.99
6822.67,102.99
14517.27,102.99
14030.03,102.99
8742.5,102.99
18675.38,102.99
12970.54,102.99
7416.26,102.99
6931.75,102.99
18951.18,102.99
19437.74,102.99
20218.21,102.99
12110.2,102.99
4216.84,102.99
9196.62,102.99
10603.6,102.99
19421.57,102.99
15130.62,102.99
3135.14,102.99
9238.3,102.99
13210.41,102.99
10133.31,102.99
8792.75,102.99
15896.19,102.99
16403.1,102.99
13946.37,102.99
8125.44,102.99
15176.1,102.99
11600.86,102.99
8272.01,102.99
15178.63,102.99
15566.34,102.99
19933.64,102.99
8023.09,102.99
10144.7,102.99
9656.78,102.99
19407.94,102.99
6744.18,102.99
16414.01,102.99
12163.28,102.99
18671.78,102.99
5886.86,102.99
8240.26,102.99
15679.89,102.99
14320.54,102.99
6804.36,102.99
20680.52,102.99
12896.33,102.99
14877.8,102.99
14037.82,102.99
20327.48,102.99
19063.08,102.99
19943.77,102.99
20574.27,102.99
5393.59,102.99
17207.15,102.99
10801.3,102.99
14175.14,102.99
8659.33,102.99
11391.28,102.99
16641.51,102.99
19538.83,102.99
14901.66,102.99
19270.72,102.99
15007.13,102.99
9494.83,102.99
7099.35,102.99
9867.92,102.99
10535.13,102.99
14539.67,102.99
8996.0,102.99
20238.67,102.99
13443.26,102.99
18201.88,102.99
7286.73,102.99
13420.67,102.99
17734.51,102.99
13818.99,102.99
16348.08,102.99
10190.18,102.99
11707.5,102.99
19592.1,102.99
14836.51,102.99
8701.21,102.99
11517.59,102.99
9907.95,102.99
17382.64,102.99
16077.05,102.99
17222.14,102.99
9559.49,102.98
12084.4,102.98
6114.07,102.98
19951.37,102.98
19086.75,102.98
15603.35,102.98
15586.89,102.98
12670.38,102.98
17261.1,102.98
18246.58,102.98
19273.83,102.98
18663.11,102.98
15313.42,102.98
15321.31,102.98
12089.56,102.98
11188.32,102.98
5139.11,102.98
12458.37,102.98
19428.68,102.98
19935.88,102.98
11536.88,102.98
17036.13,102.98
19736.43,102.98
8879.43,102.98
14106.09,102.98
14073.95,102.98
9032.81,102.98
8878.84,102.98
15670.64,102.98
19257.96,102.98
12890.97,102.98
9623.28,102.98
11903.54,102.98
15497.48,102.98
10340.16,102.98
18219.79,102.98
19656.96,102.98
19194.66,102.98
9125.92,102.98
20517.29,102.98
10646.94,102.98
19863.33,102.98
7748.84,102.98
11944.16,102.98
19013.32,102.98
11875.3,102.98
10364.02,102.98
15394.64,102.98
8884.1,102.98
17852.15,102.98
12420.68,102.98
17285.93,102.98
7180.48,102.98
15718.07,102.98
17010.32,102.98
18413.11,102.98
12251.13,102.98
20299.44,102.98
11594.92,102.98
19335.48,102.98
11665.14,102.98
12149.65,102.98
8389.37,102.98
15997.97,102.98
11747.63,102.98
13782.66,102.98
5776.72,102.98
13283.06,102.98
17519.47,102.98
16426.09,102.98
5438.29,102.98
13867.39,102.98
10951.86,102.98
7392.88,102.98
3672.05,102.98
8314.38,102.98
11288.53,102.98
20922.63,102.98
18943.0,102.98
13177.0,102.98
14888.8,102.98
14960.87,102.98
13334.87,102.98
6801.93,102.98
18902.98,102.98
7052.02,102.98
15992.12,102.98
13431.67,102.98
12238.27,102.98
11016.92,102.98
6599.26,102.98
19757.37,102.98
7862.98,102.98
11276.46,102.98
18920.99,102.98
5506.36,102.98
12537.84,102.98
11433.16,102.98
17641.89,102.98
18872.49,102.98
18011.29,102.98
14998.76,102.98
20619.75,102.98
13139.51,102.98
14732.5,102.98
14389.3,102.98
18801.01,102.98
15921.32,102.98
20394.1,102.98
11332.26,102.98
5653.42,102.98
12519.24,102.98
10478.06,102.98
13007.84,102.98
5441.02,102.98
13769.32,102.98
18097.38,102.98
20304.69,102.98
7037.71,102.98
3187.24,102.97
20797.58,102.97
11678.97,102.97
16448.1,102.97
7608.79,102.97
16056.2,102.97
17728.86,102.97
14186.63,102.97
15745.63,102.97
18048.59,102.97
13182.55,102.97
19826.91,102.97
15743.68,102.97
16860.15,102.97
6365.24,102.97
14723.05,102.97
18012.26,102.97
12493.53,102.97
19927.61,102.97
19224.94,102.97
14458.15,102.97
7841.55,102.97
10482.74,102.97
8916.82,102.97
18571.66,102.97
17295.19,102.97
5512.31,102.97
12677.98,102.97
10379.6,102.97
8609.08,102.97
4929.24,102.97
8594.17,102.97
6372.05,102.97
19354.57,102.97
16913.03,102.97
5802.91,102.97
8504.28,102.97
7612.3,102.97
19227.57,102.97
11294.47,102.97
14467.89,102.97
17576.44,102.97
5327.56,102.97
10385.16,102.97
11322.23,102.97
20053.24,102.97
9149.1,102.97
17329.47,102.97
13624.79,102.97
7913.72,102.97
18265.18,102.97
12245.67,102.97
12399.45,102.97
12739.04,102.97
20383.77,102.97
11209.26,102.97
10697.58,102.97
16107.14,102.97
16422.19,102.97
12771.57,102.97
16415.57,102.97
4609.61,102.97
20376.28,102.97
14802.62,102.97
13453.97,102.97
14161.8,102.97
19508.35,102.97
9448.18,102.97
16327.63,102.97
11923.8,102.97
20388.25,102.97
18860.52,102.97
17490.55,102.97
16559.41,102.97
19127.56,102.97
14769.41,102.97
17596.02,102.97
10680.05,102.97
14848.1,102.97
9029.41,102.97
9031.26,102.97
17389.26,102.97
11656.37,102.97
5448.81,102.97
15438.56,102.97
6335.05,102.97
11900.33,102.97
6120.99,102.97
17606.93,102.97
11691.33,102.97
14440.82,102.97
19028.32,102.97
9719.89,102.97
14414.72,102.97
20788.43,102.97
14624.3,102.97
20325.73,102.97
10217.94,102.97
15836.11,102.97
18118.32,102.97
19047.79,102.97
20955.15,102.97
16595.64,102.97
11797.39,102.97
15022.03,102.97
17259.64,102.97
9751.84,102.97
13340.52,102.97
8810.09,102.97
20420.39,102.97
14207.47,102.97
13948.81,102.97
12301.18,102.97
17258.66,102.97
10898.88,102.97
15975.47,102.97
10781.24,102.97
18562.31,102.97
19370.93,102.97
16601.87,102.97
5201.54,102.97
6625.17,102.97
13953.87,102.97
12307.9,102.97
15864.06,102.97
19071.17,102.97
19358.17,102.96
16143.95,102.96
8715.52,102.96
18322.83,102.96
16470.11,102.96
9015.87,102.96
16177.65,102.96
15975.96,102.96
11939.87,102.96
12263.4,102.96
16251.08,102.96
17859.16,102.96
18999.59,102.96
14898.25,102.96
12030.83,102.96
19462.48,102.96
17853.61,102.96
12842.86,102.96
18102.05,102.96
14801.74,102.96
18672.56,102.96
10391.0,102.96
12062.39,102.96
6743.01,102.96
13306.92,102.96
6066.84,102.96
20677.4,102.96
14056.42,102.96
11286.0,102.96
10397.04,102.96
17631.08,102.96
17096.51,102.96
15213.3,102.96
14857.54,102.96
18619.87,102.96
16395.02,102.96
8822.06,102.96
10232.94,102.96
7005.18,102.96
13427.58,102.96
21047.77,102.96
9986.25,102.96
13739.71,102.96
19033.48,102.96
13543.57,102.96
16630.41,102.96
11212.67,102.96
13837.1,102.96
17869.88,102.96
20111.57,102.96
16835.8,102.96
19087.04,102.96
18021.8,102.96
15587.47,102.96
14310.61,102.96
7627.01,102.96
16163.23,102.96
11296.23,102.96
17405.92,102.96
14742.23,102.96
19231.96,102.96
15782.54,102.96
9705.09,102.96
20138.94,102.96
7652.72,102.96
20078.36,102.96
20300.41,102.96
16770.75,102.96
13816.65,102.96
17294.6,102.96
6201.43,102.96
17738.69,102.96
15008.79,102.96
19547.98,102.96
11960.03,102.96
14458.35,102.96
12174.19,102.96
9711.22,102.96
11271.98,102.96
18792.25,102.96
13192.1,102.96
17150.08,102.96
18329.45,102.96
17713.57,102.96
12719.27,102.96
15372.24,102.96
6322.29,102.96
20910.55,102.96
19544.67,102.96
14929.32,102.96
6493.69,102.96
14405.85,102.96
5008.32,102.96
15022.42,102.96
15905.15,102.96
13718.87,102.96
19806.84,102.96
13048.93,102.96
15826.76,102.96
8956.17,102.96
21237.1,102.96
14378.0,102.96
11795.35,102.96
8798.5,102.96
16492.21,102.96
19097.46,102.96
16707.93,102.96
8120.77,102.96
13555.16,102.96
20897.6,102.96
2149.37,102.96
12855.62,102.95
11792.23,102.95
8783.5,102.95
14805.15,102.95
20378.32,102.95
19184.43,102.95
14655.85,102.95
14028.37,102.95
9696.32,102.95
19370.54,102.95
5618.65,102.95
7032.54,102.95
15907.59,102.95
12046.61,102.95
8131.19,102.95
19461.4,102.95
17663.9,102.95
19573.99,102.95
12129.97,102.95
18147.34,102.95
18049.95,102.95
11561.13,102.95
17678.6,102.95
15635.68,102.95
18783.77,102.95
14773.3,102.95
19209.56,102.95
17935.32,102.95
14604.92,102.95
18017.13,102.95
18387.99,102.95
16322.66,102.95
13447.06,102.95
12559.75,102.95
18168.76,102.95
20213.05,102.95
12294.46,102.95
16447.42,102.95
13832.82,102.95
13680.21,102.95
4464.99,102.95
17239.28,102.95
11405.21,102.95
7047.45,102.95
14041.13,102.95
14641.53,102.95
18563.87,102.95
7261.99,102.95
14039.18,102.95
10523.93,102.95
6055.54,102.95
7455.99,102.95
18770.14,102.95
12445.81,102.95
15264.04,102.95
15264.14,102.95
4675.44,102.95
21013.0,102.95
12187.92,102.95
14665.69,102.95
21440.93,102.95
11395.27,102.95
12484.96,102.95
17068.37,102.95
6769.5,102.95
11094.15,102.95
12283.75,102.95
11830.8,102.95
4341.98,102.95
10903.26,102.95
14316.45,102.95
18291.47,102.95
18433.66,102.95
19303.93,102.95
16790.42,102.95
17278.34,102.95
13295.43,102.95
18321.18,102.95
20595.5,102.95
6467.01,102.95
10016.05,102.95
17953.14,102.95
15874.96,102.95
12457.01,102.95
13644.95,102.95
14033.24,102.95
16694.69,102.95
11755.61,102.95
9056.19,102.95
16481.01,102.95
16695.27,102.95
7567.31,102.95
15874.57,102.95
15064.2,102.95
16254.59,102.95
16819.25,102.95
14876.24,102.95
7004.89,102.95
11437.73,102.95
10614.02,102.94
10561.82,102.94
12173.7,102.94
18081.41,102.94
11426.73,102.94
10762.73,102.94
14485.61,102.94
4174.86,102.94
14124.89,102.94
14046.29,102.94
17466.01,102.94
10764.39,102.94
12058.78,102.94
14443.45,102.94
20556.44,102.94
19716.17,102.94
7489.4,102.94
17100.99,102.94
16435.34,102.94
12066.57,102.94
18659.41,102.94
16349.93,102.94
14283.44,102.94
10806.95,102.94
18563.38,102.94
14035.97,102.94
17730.22,102.94
16619.21,102.94
10809.77,102.94
13336.33,102.94
10667.49,102.94
10828.18,102.94
14129.37,102.94
16545.78,102.94
13387.56,102.94
16535.65,102.94
12063.85,102.94
18857.3,102.94
15528.45,102.94
20597.15,102.94
5220.92,102.94
20117.42,102.94
17582.38,102.94
21065.3,102.94
20626.95,102.94
16078.7,102.94
20425.85,102.94
17415.85,102.94
20361.67,102.94
8438.94,102.94
4613.31,102.94
16258.48,102.94
19642.74,102.94
11540.28,102.94
13637.84,102.94
20070.09,102.94
20683.83,102.94
18343.09,102.94
12036.29,102.94
20298.07,102.94
15915.48,102.94
10864.41,102.94
14543.07,102.94
17229.35,102.94
3791.44,102.94
20274.7,102.94
9411.36,102.94
16686.89,102.94
5239.91,102.94
18769.85,102.94
12907.72,102.94
14697.53,102.94
18767.41,102.94
13181.19,102.94
12434.61,102.94
13695.4,102.94
10186.38,102.94
20583.13,102.94
20158.71,102.94
20392.64,102.94
18828.77,102.94
11843.94,102.94
11231.95,102.94
5639.79,102.94
15260.64,102.94
18374.16,102.94
10212.97,102.94
19288.34,102.94
13941.89,102.94
19153.27,102.94
20121.8,102.94
12031.12,102.94
18172.95,102.94
14692.66,102.94
15116.01,102.94
14998.17,102.94
17242.79,102.94
20095.5,102.94
15041.61,102.94
17546.64,102.94
20309.47,102.94
5520.0,102.94
16784.28,102.94
17956.26,102.94
11193.0,102.94
20082.65,102.94
20441.92,102.94
12476.68,102.94
13813.63,102.94
3762.33,102.94
18914.86,102.94
10238.1,102.93
14826.18,102.93
9756.12,102.93
9656.2,102.93
12684.31,102.93
5352.68,102.93
13854.92,102.93
19046.24,102.93
18230.8,102.93
14862.9,102.93
9194.87,102.93
19344.73,102.93
11646.83,102.93
19035.72,102.93
5173.39,102.93
17779.69,102.93
18265.96,102.93
7012.68,102.93
19767.89,102.93
16964.74,102.93
5055.26,102.93
14860.85,102.93
4892.13,102.93
17521.52,102.93
16968.06,102.93
13118.67,102.93
14802.03,102.93
16956.47,102.93
14641.24,102.93
20551.77,102.93
17104.69,102.93
19802.56,102.93
13913.84,102.93
10674.5,102.93
17890.43,102.93
14392.02,102.93
20450.58,102.93
15779.72,102.93
10670.99,102.93
20186.76,102.93
18775.11,102.93
11587.03,102.93
17841.83,102.93
15744.75,102.93
10125.81,102.93
19232.54,102.93
17913.02,102.93
13707.58,102.93
20191.43,102.93
7437.29,102.93
13793.57,102.93
9429.48,102.93
12950.86,102.93
12196.1,102.93
6136.08,102.93
18038.65,102.93
19073.12,102.93
15303.39,102.93
16709.2,102.93
20158.81,102.93
18511.18,102.93
14201.63,102.93
20424.87,102.93
15017.26,102.93
17357.9,102.93
18564.75,102.93
16952.28,102.93
4463.52,102.93
9368.12,102.93
19332.27,102.93
15493.88,102.93
6498.17,102.93
9296.25,102.93
9090.47,102.93
4112.44,102.93
17257.5,102.93
14245.75,102.93
16803.18,102.93
11923.12,102.93
10779.58,102.93
20351.83,102.93
19678.39,102.93
20725.02,102.93
16802.3,102.93
14959.51,102.93
7572.08,102.93
16288.38,102.93
13624.31,102.93
18211.61,102.93
11411.93,102.93
14047.46,102.93
5780.81,102.93
10999.29,102.93
11048.28,102.93
5349.18,102.93
10931.6,102.93
9485.96,102.93
16062.83,102.93
5724.71,102.93
14589.33,102.93
12135.82,102.93
12179.84,102.93
9370.36,102.93
19520.71,102.93
5127.33,102.93
11790.09,102.93
9733.62,102.93
12702.33,102.93
11423.42,102.93
14912.57,102.93
15877.4,102.93
21182.56,102.92
8034.77,102.92
12929.54,102.92
10550.13,102.92
18539.52,102.92
8654.46,102.92
20519.14,102.92
4239.24,102.92
18322.25,102.92
19029.39,102.92
18614.51,102.92
13788.7,102.92
18335.49,102.92
19609.34,102.92
12005.9,102.92
10147.14,102.92
15364.74,102.92
19305.78,102.92
10669.04,102.92
15948.59,102.92
12054.11,102.92
2207.8,102.92
13778.47,102.92
16008.19,102.92
14701.53,102.92
18909.4,102.92
13914.82,102.92
19510.49,102.92
6937.69,102.92
19624.73,102.92
16451.9,102.92
19506.2,102.92
9721.45,102.92
17088.72,102.92
3358.75,102.92
10547.21,102.92
5720.23,102.92
21043.39,102.92
14798.33,102.92
10014.49,102.92
12150.72,102.92
18533.68,102.92
20596.18,102.92
8308.34,102.92
20940.74,102.92
12935.09,102.92
15026.12,102.92
12600.85,102.92
5203.1,102.92
11817.94,102.92
16441.77,102.92
10018.1,102.92
15845.26,102.92
6441.39,102.92
9696.42,102.92
5533.83,102.92
17520.25,102.92
11451.86,102.92
14251.78,102.92
14244.77,102.92
8920.43,102.92
20506.09,102.92
18287.67,102.92
19351.65,102.92
13037.83,102.92
14066.94,102.92
15287.03,102.92
17905.52,102.92
9907.07,102.92
16717.77,102.92
13882.88,102.92
15271.74,102.92
8900.85,102.92
20976.68,102.92
6729.86,102.92
20575.05,102.92
14568.59,102.92
20695.42,102.92
20945.22,102.92
14572.68,102.92
15722.75,102.92
13476.18,102.92
18401.81,102.92
20743.43,102.92
13627.13,102.92
20541.15,102.92
17154.07,102.92
9296.93,102.92
14165.89,102.92
13648.46,102.92
5961.95,102.92
17678.41,102.92
18738.88,102.92
16931.44,102.92
9265.38,102.92
19805.28,102.92
13639.6,102.92
18149.48,102.92
15416.94,102.92
6624.88,102.92
20864.88,102.92
20752.49,102.92
5314.12,102.92
3832.45,102.92
5412.58,102.92
13269.91,102.92
10460.24,102.92
7818.96,102.92
20406.08,102.92
11366.74,102.92
9238.6,102.92
19704.2,102.92
9343.87,102.92
9005.74,102.92
9241.23,102.92
17499.02,102.92
12222.2,102.92
10895.47,102.92
20175.46,102.92
20532.1,102.92
16542.37,102.92
14616.21,102.91
8879.33,102.91
15832.7,102.91
7563.41,102.91
13243.52,102.91
12126.37,102.91
11655.11,102.91
9386.14,102.91
17485.58,102.91
11080.9,102.91
21016.9,102.91
20789.5,102.91
17780.86,102.91
14847.71,102.91
19424.3,102.91
19979.71,102.91
17401.24,102.91
17197.21,102.91
11946.69,102.91
12013.79,102.91
14008.31,102.91
19511.95,102.91
20809.66,102.91
20656.27,102.91
14226.85,102.91
19217.64,102.91
10463.46,102.91
19592.88,102.91
7475.66,102.91
5931.95,102.91
15159.74,102.91
13750.04,102.91
7604.22,102.91
17728.66,102.91
13588.57,102.91
17649.39,102.91
9887.4,102.91
4500.44,102.91
18697.97,102.91
20103.98,102.91
19378.92,102.91
19627.26,102.91
11696.69,102.91
15144.74,102.91
17603.62,102.91
13001.8,102.91
12626.95,102.91
19699.52,102.91
14245.55,102.91
11062.4,102.91
11411.15,102.91
13843.53,102.91
6158.67,102.91
16926.18,102.91
19748.6,102.91
7586.2,102.91
20693.96,102.91
14597.03,102.91
13445.4,102.91
18195.25,102.91
20899.06,102.91
18307.64,102.91
11788.43,102.91
21130.16,102.91
20107.38,102.91
13747.41,102.91
17993.66,102.91
21124.03,102.91
18408.14,102.91
6500.12,102.91
8796.16,102.91
9406.69,102.91
19135.83,102.91
19770.91,102.91
10198.56,102.91
12390.98,102.91
9220.09,102.91
15796.66,102.91
13191.8,102.91
14758.99,102.91
13662.29,102.91
6964.08,102.91
6675.71,102.91
13772.44,102.91
19282.21,102.91
15280.31,102.91
15099.07,102.91
14370.99,102.91
17712.11,102.91
15945.77,102.91
16847.2,102.91
20891.07,102.91
15055.05,102.91
15947.91,102.91
12607.18,102.91
10912.61,102.91
16694.49,102.91
18390.03,102.91
10369.77,102.91
15333.19,102.91
13528.77,102.91
17060.38,102.91
12421.17,102.91
18129.03,102.91
17178.51,102.91
20519.44,102.91
16564.96,102.91
11836.35,102.91
15140.65,102.91
8264.12,102.91
19502.31,102.91
11217.54,102.91
14797.36,102.91
14797.06,102.91
5426.41,102.91
12432.17,102.9
15573.64,102.9
6594.78,102.9
18392.85,102.9
18148.6,102.9
19865.86,102.9
12165.81,102.9
